Date_str,ID,Date,Month,Year
2017/01/23,28110427,2017-01-23,1,2017
2017/01/18,28096726,2017-01-18,1,2017
2017/01/11,28069394,2017-01-11,1,2017
2017/01/19,28099235,2017-01-19,1,2017
2017/01/06,28052987,2017-01-06,1,2017
2017/01/21,28107234,2017-01-21,1,2017
2017/01/10,28067601,2017-01-10,1,2017
2017/01/11,28069569,2017-01-11,1,2017
2017/01/06,28054111,2017-01-06,1,2017
2017/01/17,28092169,2017-01-17,1,2017
2017/01/08,28062574,2017-01-08,1,2017
2017/01/21,28104357,2017-01-21,1,2017
2017/01/18,28094312,2017-01-18,1,2017
2017/01/12,28074272,2017-01-12,1,2017
2017/01/04,28045129,2017-01-04,1,2017
2017/01/01,28039578,2017-01-01,1,2017
2017/01/21,28104167,2017-01-21,1,2017
2017/01/18,28098214,2017-01-18,1,2017
2017/01/28,28129456,2017-01-28,1,2017
2017/01/18,28094760,2017-01-18,1,2017
2017/01/13,28078835,2017-01-13,1,2017
2017/01/06,28053341,2017-01-06,1,2017
2017/01/20,28100222,2017-01-20,1,2017
2017/01/28,28127387,2017-01-28,1,2017
2017/01/21,28104514,2017-01-21,1,2017
2017/01/28,28127433,2017-01-28,1,2017
2017/01/25,28116706,2017-01-25,1,2017
2017/01/06,28054001,2017-01-06,1,2017
2017/01/06,28055274,2017-01-06,1,2017
2017/01/15,28087775,2017-01-15,1,2017
2017/01/14,28083803,2017-01-14,1,2017
2017/01/07,28058225,2017-01-07,1,2017
2017/01/24,28111714,2017-01-24,1,2017
2017/01/18,28095323,2017-01-18,1,2017
2017/01/25,28116857,2017-01-25,1,2017
2017/01/28,28127351,2017-01-28,1,2017
2017/01/11,28070123,2017-01-11,1,2017
2017/01/21,28104906,2017-01-21,1,2017
2017/01/13,28077249,2017-01-13,1,2017
2017/01/26,28121019,2017-01-26,1,2017
2017/01/27,28122457,2017-01-27,1,2017
2017/01/19,28098889,2017-01-19,1,2017
2017/01/31,28134723,2017-01-31,1,2017
2017/01/18,28095023,2017-01-18,1,2017
2017/01/01,33409004,2017-01-01,1,2017
2017/01/13,28077150,2017-01-13,1,2017
2017/01/13,28079621,2017-01-13,1,2017
2017/01/07,28060796,2017-01-07,1,2017
2017/01/01,30620805,2017-01-01,1,2017
2017/01/07,28061383,2017-01-07,1,2017
2017/01/07,28058028,2017-01-07,1,2017
2017/01/28,28127620,2017-01-28,1,2017
2017/01/17,28089449,2017-01-17,1,2017
2017/01/26,28122106,2017-01-26,1,2017
2017/01/21,28106556,2017-01-21,1,2017
2017/01/27,28124636,2017-01-27,1,2017
2017/01/05,28049468,2017-01-05,1,2017
2017/01/04,28043256,2017-01-04,1,2017
2017/01/05,28050276,2017-01-05,1,2017
2017/01/23,28109612,2017-01-23,1,2017
2017/01/10,28065743,2017-01-10,1,2017
2017/01/19,28099405,2017-01-19,1,2017
2017/01/21,28105280,2017-01-21,1,2017
2017/01/01,29760751,2017-01-01,1,2017
2017/01/31,28131900,2017-01-31,1,2017
2017/01/31,28135274,2017-01-31,1,2017
2017/01/05,28052410,2017-01-05,1,2017
2017/01/27,28123456,2017-01-27,1,2017
2017/01/04,28040264,2017-01-04,1,2017
2017/01/05,28052363,2017-01-05,1,2017
2017/01/01,28039310,2017-01-01,1,2017
2017/01/21,28104535,2017-01-21,1,2017
2017/01/14,28083459,2017-01-14,1,2017
2017/01/11,28070877,2017-01-11,1,2017
2017/01/10,28065565,2017-01-10,1,2017
2017/01/05,28050720,2017-01-05,1,2017
2017/01/10,28067830,2017-01-10,1,2017
2017/01/11,28072821,2017-01-11,1,2017
2017/01/13,28078613,2017-01-13,1,2017
2017/01/18,28095575,2017-01-18,1,2017
2017/01/20,28100157,2017-01-20,1,2017
2017/01/28,28126287,2017-01-28,1,2017
2017/01/13,28078326,2017-01-13,1,2017
2017/01/13,28079576,2017-01-13,1,2017
2017/01/01,31453570,2017-01-01,1,2017
2017/01/20,28103111,2017-01-20,1,2017
2017/01/08,28061950,2017-01-08,1,2017
2017/01/14,28082987,2017-01-14,1,2017
2017/01/25,28118086,2017-01-25,1,2017
2017/01/14,28082332,2017-01-14,1,2017
2017/01/20,28101456,2017-01-20,1,2017
2017/01/21,28104177,2017-01-21,1,2017
2017/01/17,28089159,2017-01-17,1,2017
2017/01/14,28081650,2017-01-14,1,2017
2017/01/17,28089353,2017-01-17,1,2017
2017/01/07,28057118,2017-01-07,1,2017
2017/01/26,28121068,2017-01-26,1,2017
2017/01/05,28049495,2017-01-05,1,2017
2017/01/24,28111980,2017-01-24,1,2017
2017/01/18,28097306,2017-01-18,1,2017
2017/01/25,28117331,2017-01-25,1,2017
2017/01/18,28094003,2017-01-18,1,2017
2017/01/20,28100169,2017-01-20,1,2017
2017/01/10,28065978,2017-01-10,1,2017
2017/01/31,28134016,2017-01-31,1,2017
2017/01/04,28045058,2017-01-04,1,2017
2017/01/19,28098881,2017-01-19,1,2017
2017/01/31,28134920,2017-01-31,1,2017
2017/01/04,28041646,2017-01-04,1,2017
2017/01/28,28127650,2017-01-28,1,2017
2017/01/10,28067895,2017-01-10,1,2017
2017/01/15,28087945,2017-01-15,1,2017
2017/01/06,28056024,2017-01-06,1,2017
2017/01/26,28119835,2017-01-26,1,2017
2017/01/18,28095086,2017-01-18,1,2017
2017/01/25,28114819,2017-01-25,1,2017
2017/01/12,28076583,2017-01-12,1,2017
2017/01/06,28053543,2017-01-06,1,2017
2017/01/25,28116158,2017-01-25,1,2017
2017/01/08,28063167,2017-01-08,1,2017
2017/01/31,28131640,2017-01-31,1,2017
2017/01/31,28131530,2017-01-31,1,2017
2017/01/11,28068806,2017-01-11,1,2017
2017/01/08,28062145,2017-01-08,1,2017
2017/01/21,28106810,2017-01-21,1,2017
2017/01/11,28068867,2017-01-11,1,2017
2017/01/01,29604922,2017-01-01,1,2017
2017/01/08,28063227,2017-01-08,1,2017
2017/01/08,28062554,2017-01-08,1,2017
2017/01/14,28085212,2017-01-14,1,2017
2017/01/18,28094873,2017-01-18,1,2017
2017/01/20,28102046,2017-01-20,1,2017
2017/01/21,28105628,2017-01-21,1,2017
2017/01/28,28126747,2017-01-28,1,2017
2017/01/15,28086987,2017-01-15,1,2017
2017/01/04,28042467,2017-01-04,1,2017
2017/01/06,28052770,2017-01-06,1,2017
2017/01/22,28108775,2017-01-22,1,2017
2017/01/15,28087639,2017-01-15,1,2017
2017/01/28,28129457,2017-01-28,1,2017
2017/01/27,28125121,2017-01-27,1,2017
2017/01/18,28098356,2017-01-18,1,2017
2017/01/12,28074531,2017-01-12,1,2017
2017/01/23,28109571,2017-01-23,1,2017
2017/01/01,29999280,2017-01-01,1,2017
2017/01/26,28121200,2017-01-26,1,2017
2017/01/21,28104506,2017-01-21,1,2017
2017/01/17,28092112,2017-01-17,1,2017
2017/01/24,28114394,2017-01-24,1,2017
2017/01/14,28082085,2017-01-14,1,2017
2017/01/31,28134089,2017-01-31,1,2017
2017/01/31,28131372,2017-01-31,1,2017
2017/01/27,28123148,2017-01-27,1,2017
2017/01/27,28124408,2017-01-27,1,2017
2017/01/10,28066759,2017-01-10,1,2017
2017/01/04,28042527,2017-01-04,1,2017
2017/01/17,28090637,2017-01-17,1,2017
2017/01/05,28052118,2017-01-05,1,2017
2017/01/07,28056984,2017-01-07,1,2017
2017/01/05,28052364,2017-01-05,1,2017
2017/01/07,28056995,2017-01-07,1,2017
2017/01/06,28056057,2017-01-06,1,2017
2017/01/01,31149158,2017-01-01,1,2017
2017/01/07,28059803,2017-01-07,1,2017
2017/01/16,28088395,2017-01-16,1,2017
2017/01/15,28086980,2017-01-15,1,2017
2017/01/15,28087505,2017-01-15,1,2017
2017/01/08,28062008,2017-01-08,1,2017
2017/01/21,28106550,2017-01-21,1,2017
2017/01/17,28089350,2017-01-17,1,2017
2017/01/13,28079513,2017-01-13,1,2017
2017/01/31,28134320,2017-01-31,1,2017
2017/01/15,28086832,2017-01-15,1,2017
2017/01/31,28131868,2017-01-31,1,2017
2017/01/01,29144694,2017-01-01,1,2017
2017/01/07,28060428,2017-01-07,1,2017
2017/01/27,28123524,2017-01-27,1,2017
2017/01/09,28064223,2017-01-09,1,2017
2017/01/11,28073082,2017-01-11,1,2017
2017/01/04,28043761,2017-01-04,1,2017
2017/01/01,29773031,2017-01-01,1,2017
2017/01/25,28115840,2017-01-25,1,2017
2017/01/05,28051236,2017-01-05,1,2017
2017/01/11,28068900,2017-01-11,1,2017
2017/01/15,28087697,2017-01-15,1,2017
2017/01/14,28081991,2017-01-14,1,2017
2017/01/17,28089739,2017-01-17,1,2017
2017/01/14,28083991,2017-01-14,1,2017
2017/01/20,28100339,2017-01-20,1,2017
2017/01/01,30938647,2017-01-01,1,2017
2017/01/22,28108799,2017-01-22,1,2017
2017/01/04,28046044,2017-01-04,1,2017
2017/01/28,28127976,2017-01-28,1,2017
2017/01/05,28052269,2017-01-05,1,2017
2017/01/07,28057891,2017-01-07,1,2017
2017/01/04,28040170,2017-01-04,1,2017
2017/01/18,28094141,2017-01-18,1,2017
2017/01/05,28051037,2017-01-05,1,2017
2017/01/09,28063812,2017-01-09,1,2017
2017/01/26,28120105,2017-01-26,1,2017
2017/01/25,28118236,2017-01-25,1,2017
2017/01/01,29546949,2017-01-01,1,2017
2017/01/17,28089740,2017-01-17,1,2017
2017/01/24,28114692,2017-01-24,1,2017
2017/01/10,28067754,2017-01-10,1,2017
2017/01/27,28125655,2017-01-27,1,2017
2017/01/17,28088892,2017-01-17,1,2017
2017/01/01,28039929,2017-01-01,1,2017
2017/01/21,28103893,2017-01-21,1,2017
2017/01/04,28040776,2017-01-04,1,2017
2017/01/29,28129819,2017-01-29,1,2017
2017/01/04,28040242,2017-01-04,1,2017
2017/01/25,28117695,2017-01-25,1,2017
2017/01/05,28050264,2017-01-05,1,2017
2017/01/18,28094839,2017-01-18,1,2017
2017/01/28,28127854,2017-01-28,1,2017
2017/01/04,28042243,2017-01-04,1,2017
2017/01/06,28055181,2017-01-06,1,2017
2017/01/08,28062059,2017-01-08,1,2017
2017/01/25,28117422,2017-01-25,1,2017
2017/01/01,30561942,2017-01-01,1,2017
2017/01/18,28094416,2017-01-18,1,2017
2017/01/18,28096160,2017-01-18,1,2017
2017/01/24,28111216,2017-01-24,1,2017
2017/01/12,28076577,2017-01-12,1,2017
2017/01/22,28108847,2017-01-22,1,2017
2017/01/25,28115198,2017-01-25,1,2017
2017/01/15,28088112,2017-01-15,1,2017
2017/01/27,28125800,2017-01-27,1,2017
2017/01/17,28089738,2017-01-17,1,2017
2017/01/19,28098736,2017-01-19,1,2017
2017/01/17,28092308,2017-01-17,1,2017
2017/01/14,28082965,2017-01-14,1,2017
2017/01/17,28090420,2017-01-17,1,2017
2017/01/22,28107877,2017-01-22,1,2017
2017/01/20,28100849,2017-01-20,1,2017
2017/01/11,28070177,2017-01-11,1,2017
2017/01/26,28122378,2017-01-26,1,2017
2017/01/31,28135595,2017-01-31,1,2017
2017/01/26,28122246,2017-01-26,1,2017
2017/01/28,28128444,2017-01-28,1,2017
2017/01/04,28044031,2017-01-04,1,2017
2017/01/03,30873472,2017-01-03,1,2017
2017/01/06,28053619,2017-01-06,1,2017
2017/01/20,28100245,2017-01-20,1,2017
2017/01/25,28115980,2017-01-25,1,2017
2017/01/11,28070599,2017-01-11,1,2017
2017/01/04,28045773,2017-01-04,1,2017
2017/01/04,28040383,2017-01-04,1,2017
2017/01/17,28089974,2017-01-17,1,2017
2017/01/17,28089693,2017-01-17,1,2017
2017/01/12,28074431,2017-01-12,1,2017
2017/01/10,28067713,2017-01-10,1,2017
2017/01/04,28042339,2017-01-04,1,2017
2017/01/26,28118946,2017-01-26,1,2017
2017/01/01,28039355,2017-01-01,1,2017
2017/01/22,28108895,2017-01-22,1,2017
2017/01/08,28062499,2017-01-08,1,2017
2017/01/10,28065429,2017-01-10,1,2017
2017/01/18,28727394,2017-01-18,1,2017
2017/01/01,29549638,2017-01-01,1,2017
2017/01/26,28120445,2017-01-26,1,2017
2017/01/13,28079022,2017-01-13,1,2017
2017/01/13,28077455,2017-01-13,1,2017
2017/01/13,31643954,2017-01-13,1,2017
2017/01/20,28101525,2017-01-20,1,2017
2017/01/07,28056868,2017-01-07,1,2017
2017/01/14,28083014,2017-01-14,1,2017
2017/01/28,28126328,2017-01-28,1,2017
2017/01/14,28082527,2017-01-14,1,2017
2017/01/21,28106813,2017-01-21,1,2017
2017/01/07,28057791,2017-01-07,1,2017
2017/01/14,28083614,2017-01-14,1,2017
2017/01/29,28130072,2017-01-29,1,2017
2017/01/01,28039099,2017-01-01,1,2017
2017/01/05,28051761,2017-01-05,1,2017
2017/01/27,28122484,2017-01-27,1,2017
2017/01/17,31644121,2017-01-17,1,2017
2017/01/05,28052362,2017-01-05,1,2017
2017/01/18,28094801,2017-01-18,1,2017
2017/01/01,31149151,2017-01-01,1,2017
2017/01/20,28102656,2017-01-20,1,2017
2017/01/18,28097107,2017-01-18,1,2017
2017/01/28,28127463,2017-01-28,1,2017
2017/01/19,28098474,2017-01-19,1,2017
2017/01/28,28129408,2017-01-28,1,2017
2017/01/01,29675116,2017-01-01,1,2017
2017/01/14,28085045,2017-01-14,1,2017
2017/01/10,28066417,2017-01-10,1,2017
2017/01/27,28122438,2017-01-27,1,2017
2017/01/19,28098732,2017-01-19,1,2017
2017/01/21,28103713,2017-01-21,1,2017
2017/01/01,29733164,2017-01-01,1,2017
2017/01/26,28121952,2017-01-26,1,2017
2017/01/07,28057639,2017-01-07,1,2017
2017/01/24,28113112,2017-01-24,1,2017
2017/01/26,28121612,2017-01-26,1,2017
2017/01/01,30695623,2017-01-01,1,2017
2017/01/21,28106777,2017-01-21,1,2017
2017/01/04,28046066,2017-01-04,1,2017
2017/01/21,28105640,2017-01-21,1,2017
2017/01/01,28039726,2017-01-01,1,2017
2017/01/27,28123964,2017-01-27,1,2017
2017/01/28,28129089,2017-01-28,1,2017
2017/01/01,30188100,2017-01-01,1,2017
2017/01/11,28070009,2017-01-11,1,2017
2017/01/13,28081559,2017-01-13,1,2017
2017/01/23,28109337,2017-01-23,1,2017
2017/01/04,28044062,2017-01-04,1,2017
2017/01/26,28119747,2017-01-26,1,2017
2017/01/01,28039959,2017-01-01,1,2017
2017/01/24,28113736,2017-01-24,1,2017
2017/01/10,28066424,2017-01-10,1,2017
2017/01/20,28102718,2017-01-20,1,2017
2017/01/01,28039697,2017-01-01,1,2017
2017/01/11,28069046,2017-01-11,1,2017
2017/01/18,28093019,2017-01-18,1,2017
2017/01/25,28117198,2017-01-25,1,2017
2017/01/12,28074983,2017-01-12,1,2017
2017/01/05,28052628,2017-01-05,1,2017
2017/01/31,28134234,2017-01-31,1,2017
2017/01/01,29644826,2017-01-01,1,2017
2017/01/24,28114716,2017-01-24,1,2017
2017/01/01,30283833,2017-01-01,1,2017
2017/01/22,28107882,2017-01-22,1,2017
2017/01/04,28044961,2017-01-04,1,2017
2017/01/14,28081723,2017-01-14,1,2017
2017/01/07,28056794,2017-01-07,1,2017
2017/01/11,28073180,2017-01-11,1,2017
2017/01/11,28069650,2017-01-11,1,2017
2017/01/05,28050172,2017-01-05,1,2017
2017/01/23,28109244,2017-01-23,1,2017
2017/01/24,28110966,2017-01-24,1,2017
2017/01/22,28108611,2017-01-22,1,2017
2017/01/11,28069874,2017-01-11,1,2017
2017/01/20,28103010,2017-01-20,1,2017
2017/01/01,29849675,2017-01-01,1,2017
2017/01/26,28118992,2017-01-26,1,2017
2017/01/18,28096932,2017-01-18,1,2017
2017/01/10,28066607,2017-01-10,1,2017
2017/01/04,28042484,2017-01-04,1,2017
2017/01/07,28057283,2017-01-07,1,2017
2017/01/12,28076020,2017-01-12,1,2017
2017/01/31,28131370,2017-01-31,1,2017
2017/01/01,29546960,2017-01-01,1,2017
2017/01/01,28038885,2017-01-01,1,2017
2017/01/07,28056856,2017-01-07,1,2017
2017/01/29,28130335,2017-01-29,1,2017
2017/01/29,28130264,2017-01-29,1,2017
2017/01/13,31643373,2017-01-13,1,2017
2017/01/14,28081591,2017-01-14,1,2017
2017/01/18,28097385,2017-01-18,1,2017
2017/01/18,28092987,2017-01-18,1,2017
2017/01/14,28085229,2017-01-14,1,2017
2017/01/18,28094323,2017-01-18,1,2017
2017/01/24,28114603,2017-01-24,1,2017
2017/01/09,28064005,2017-01-09,1,2017
2017/01/14,28086029,2017-01-14,1,2017
2017/01/06,28056278,2017-01-06,1,2017
2017/01/04,28049244,2017-01-04,1,2017
2017/01/23,28110493,2017-01-23,1,2017
2017/01/27,28124228,2017-01-27,1,2017
2017/01/01,31047399,2017-01-01,1,2017
2017/01/04,28042939,2017-01-04,1,2017
2017/01/18,28095098,2017-01-18,1,2017
2017/01/24,28111405,2017-01-24,1,2017
2017/01/14,28082530,2017-01-14,1,2017
2017/01/14,28084617,2017-01-14,1,2017
2017/01/20,28103635,2017-01-20,1,2017
2017/01/04,28045484,2017-01-04,1,2017
2017/01/01,29888753,2017-01-01,1,2017
2017/01/06,28054030,2017-01-06,1,2017
2017/01/01,30351651,2017-01-01,1,2017
2017/01/20,28100277,2017-01-20,1,2017
2017/01/18,28094433,2017-01-18,1,2017
2017/01/01,28039098,2017-01-01,1,2017
2017/01/18,28097933,2017-01-18,1,2017
2017/01/04,28043561,2017-01-04,1,2017
2017/01/04,28043820,2017-01-04,1,2017
2017/01/20,28103272,2017-01-20,1,2017
2017/01/31,28134846,2017-01-31,1,2017
2017/01/11,28068895,2017-01-11,1,2017
2017/01/11,28070436,2017-01-11,1,2017
2017/01/31,28134568,2017-01-31,1,2017
2017/01/28,28129596,2017-01-28,1,2017
2017/01/13,28079965,2017-01-13,1,2017
2017/01/10,28067007,2017-01-10,1,2017
2017/01/29,28130090,2017-01-29,1,2017
2017/01/14,28086176,2017-01-14,1,2017
2017/01/04,28040510,2017-01-04,1,2017
2017/01/11,28071974,2017-01-11,1,2017
2017/01/06,28053741,2017-01-06,1,2017
2017/01/04,28049031,2017-01-04,1,2017
2017/01/20,28100902,2017-01-20,1,2017
2017/01/05,28052529,2017-01-05,1,2017
2017/01/18,28096531,2017-01-18,1,2017
2017/01/13,28079353,2017-01-13,1,2017
2017/01/06,28053216,2017-01-06,1,2017
2017/01/24,31643207,2017-01-24,1,2017
2017/01/08,28062540,2017-01-08,1,2017
2017/01/20,28100632,2017-01-20,1,2017
2017/01/10,28068184,2017-01-10,1,2017
2017/01/18,28093320,2017-01-18,1,2017
2017/01/28,28127445,2017-01-28,1,2017
2017/01/06,28054104,2017-01-06,1,2017
2017/01/04,28049192,2017-01-04,1,2017
2017/01/04,28045237,2017-01-04,1,2017
2017/01/27,28124157,2017-01-27,1,2017
2017/01/18,28098390,2017-01-18,1,2017
2017/01/08,28063069,2017-01-08,1,2017
2017/01/20,28100788,2017-01-20,1,2017
2017/01/04,28040793,2017-01-04,1,2017
2017/01/04,28045952,2017-01-04,1,2017
2017/01/24,28112545,2017-01-24,1,2017
2017/01/20,28100621,2017-01-20,1,2017
2017/01/22,28107840,2017-01-22,1,2017
2017/01/18,28094579,2017-01-18,1,2017
2017/01/19,28099968,2017-01-19,1,2017
2017/01/10,28068261,2017-01-10,1,2017
2017/01/04,28042592,2017-01-04,1,2017
2017/01/10,28065380,2017-01-10,1,2017
2017/01/25,28117402,2017-01-25,1,2017
2017/01/10,28065212,2017-01-10,1,2017
2017/01/22,28107805,2017-01-22,1,2017
2017/01/18,28094305,2017-01-18,1,2017
2017/01/27,28123423,2017-01-27,1,2017
2017/01/31,28133741,2017-01-31,1,2017
2017/01/07,28057104,2017-01-07,1,2017
2017/01/25,28114796,2017-01-25,1,2017
2017/01/05,28052341,2017-01-05,1,2017
2017/01/14,28085216,2017-01-14,1,2017
2017/01/14,28081733,2017-01-14,1,2017
2017/01/26,28120642,2017-01-26,1,2017
2017/01/22,28108441,2017-01-22,1,2017
2017/01/21,28105575,2017-01-21,1,2017
2017/01/04,28043513,2017-01-04,1,2017
2017/01/08,28063006,2017-01-08,1,2017
2017/01/01,31059213,2017-01-01,1,2017
2017/01/06,28054504,2017-01-06,1,2017
2017/01/18,28096698,2017-01-18,1,2017
2017/01/08,28062578,2017-01-08,1,2017
2017/01/25,28115836,2017-01-25,1,2017
2017/01/25,28118472,2017-01-25,1,2017
2017/01/08,28063123,2017-01-08,1,2017
2017/01/04,28042438,2017-01-04,1,2017
2017/01/20,28102815,2017-01-20,1,2017
2017/01/24,28111080,2017-01-24,1,2017
2017/01/10,28067183,2017-01-10,1,2017
2017/01/27,28125441,2017-01-27,1,2017
2017/01/07,28057455,2017-01-07,1,2017
2017/01/22,28107808,2017-01-22,1,2017
2017/01/04,28040424,2017-01-04,1,2017
2017/01/31,28132571,2017-01-31,1,2017
2017/01/26,28119352,2017-01-26,1,2017
2017/01/15,28087370,2017-01-15,1,2017
2017/01/14,28083869,2017-01-14,1,2017
2017/01/21,28103881,2017-01-21,1,2017
2017/01/25,28117420,2017-01-25,1,2017
2017/01/01,29916608,2017-01-01,1,2017
2017/01/05,28050443,2017-01-05,1,2017
2017/01/07,28060400,2017-01-07,1,2017
2017/01/27,28124879,2017-01-27,1,2017
2017/01/25,28116754,2017-01-25,1,2017
2017/01/01,28039031,2017-01-01,1,2017
2017/01/18,28094068,2017-01-18,1,2017
2017/01/25,28115069,2017-01-25,1,2017
2017/01/25,28117082,2017-01-25,1,2017
2017/01/26,28120038,2017-01-26,1,2017
2017/01/31,28132820,2017-01-31,1,2017
2017/01/25,28114987,2017-01-25,1,2017
2017/01/10,28067607,2017-01-10,1,2017
2017/01/06,28054375,2017-01-06,1,2017
2017/01/12,28074790,2017-01-12,1,2017
2017/01/11,28069446,2017-01-11,1,2017
2017/01/04,28043087,2017-01-04,1,2017
2017/01/25,28117356,2017-01-25,1,2017
2017/01/31,28134613,2017-01-31,1,2017
2017/01/31,28135574,2017-01-31,1,2017
2017/01/21,28103735,2017-01-21,1,2017
2017/01/11,28073116,2017-01-11,1,2017
2017/01/01,30299068,2017-01-01,1,2017
2017/01/31,28134986,2017-01-31,1,2017
2017/01/13,28077036,2017-01-13,1,2017
2017/01/31,28134678,2017-01-31,1,2017
2017/01/29,28130880,2017-01-29,1,2017
2017/01/09,28064331,2017-01-09,1,2017
2017/01/21,28103859,2017-01-21,1,2017
2017/01/21,28103973,2017-01-21,1,2017
2017/01/20,28103640,2017-01-20,1,2017
2017/01/31,28133630,2017-01-31,1,2017
2017/01/18,28096311,2017-01-18,1,2017
2017/01/05,28051078,2017-01-05,1,2017
2017/01/09,28063597,2017-01-09,1,2017
2017/01/17,28092273,2017-01-17,1,2017
2017/01/08,28062560,2017-01-08,1,2017
2017/01/07,28058169,2017-01-07,1,2017
2017/01/31,28131949,2017-01-31,1,2017
