Date_str,ID,Date,Month,Year
2010/01/16,20074749,2010-01-16,1,2010
2010/01/26,20097668,2010-01-26,1,2010
2010/01/30,20082971,2010-01-30,1,2010
2010/01/01,20042894,2010-01-01,1,2010
2010/01/09,20056601,2010-01-09,1,2010
2010/01/01,23112992,2010-01-01,1,2010
2010/01/01,20041589,2010-01-01,1,2010
2010/01/20,20084100,2010-01-20,1,2010
2010/01/22,20091185,2010-01-22,1,2010
2010/01/07,20052602,2010-01-07,1,2010
2010/01/01,23584063,2010-01-01,1,2010
2010/01/01,25802643,2010-01-01,1,2010
2010/01/08,20053967,2010-01-08,1,2010
2010/01/30,20112155,2010-01-30,1,2010
2010/01/08,20054757,2010-01-08,1,2010
2010/01/01,22430357,2010-01-01,1,2010
2010/01/23,20093369,2010-01-23,1,2010
2010/01/30,20111972,2010-01-30,1,2010
2010/01/01,27529931,2010-01-01,1,2010
2010/01/09,20056947,2010-01-09,1,2010
2010/01/06,20049485,2010-01-06,1,2010
2010/01/16,20075596,2010-01-16,1,2010
2010/01/22,20089128,2010-01-22,1,2010
2010/01/05,20045270,2010-01-05,1,2010
2010/01/12,20061982,2010-01-12,1,2010
2010/01/21,20087860,2010-01-21,1,2010
2010/01/07,20050452,2010-01-07,1,2010
2010/01/26,20095943,2010-01-26,1,2010
2010/01/07,20051701,2010-01-07,1,2010
2010/01/08,20053166,2010-01-08,1,2010
2010/01/27,19822057,2010-01-27,1,2010
2010/01/27,20100888,2010-01-27,1,2010
2010/01/26,20095805,2010-01-26,1,2010
2010/01/27,20040309,2010-01-27,1,2010
2010/01/19,20079001,2010-01-19,1,2010
2010/01/07,20052429,2010-01-07,1,2010
2010/01/20,20084388,2010-01-20,1,2010
2010/01/15,20071587,2010-01-15,1,2010
2010/01/30,20109132,2010-01-30,1,2010
2010/01/23,19724163,2010-01-23,1,2010
2010/01/01,22808383,2010-01-01,1,2010
2010/01/12,20059997,2010-01-12,1,2010
2010/01/28,20101869,2010-01-28,1,2010
2010/01/26,20095508,2010-01-26,1,2010
2010/01/19,20081213,2010-01-19,1,2010
2010/01/14,20066956,2010-01-14,1,2010
2010/01/14,20067666,2010-01-14,1,2010
2010/01/01,21701630,2010-01-01,1,2010
2010/01/30,20109952,2010-01-30,1,2010
2010/01/12,20061625,2010-01-12,1,2010
2010/01/23,20093946,2010-01-23,1,2010
2010/01/22,20091786,2010-01-22,1,2010
2010/01/01,24946319,2010-01-01,1,2010
2010/01/21,20085612,2010-01-21,1,2010
2010/01/05,20045380,2010-01-05,1,2010
2010/01/01,21365949,2010-01-01,1,2010
2010/01/16,20075578,2010-01-16,1,2010
2010/01/07,20051923,2010-01-07,1,2010
2010/01/22,20091360,2010-01-22,1,2010
2010/01/01,27625549,2010-01-01,1,2010
2010/01/02,20044221,2010-01-02,1,2010
2010/01/13,20065793,2010-01-13,1,2010
2010/01/29,20106599,2010-01-29,1,2010
2010/01/19,20081534,2010-01-19,1,2010
2010/01/28,20102290,2010-01-28,1,2010
2010/01/28,20103641,2010-01-28,1,2010
2010/01/26,20096967,2010-01-26,1,2010
2010/01/27,20040306,2010-01-27,1,2010
2010/01/21,20086077,2010-01-21,1,2010
2010/01/06,20050119,2010-01-06,1,2010
2010/01/30,20109122,2010-01-30,1,2010
2010/01/26,20096761,2010-01-26,1,2010
2010/01/01,27529930,2010-01-01,1,2010
2010/01/26,20099131,2010-01-26,1,2010
2010/01/28,20104447,2010-01-28,1,2010
2010/01/12,20062690,2010-01-12,1,2010
2010/01/01,25018787,2010-01-01,1,2010
2010/01/27,20100030,2010-01-27,1,2010
2010/01/14,20069737,2010-01-14,1,2010
2010/01/01,24591908,2010-01-01,1,2010
2010/01/19,20080000,2010-01-19,1,2010
2010/01/19,20080426,2010-01-19,1,2010
2010/01/12,20059339,2010-01-12,1,2010
2010/01/21,20087284,2010-01-21,1,2010
2010/01/22,20090085,2010-01-22,1,2010
2010/01/13,20066726,2010-01-13,1,2010
2010/01/26,20096802,2010-01-26,1,2010
2010/01/01,23754887,2010-01-01,1,2010
2010/01/30,20110659,2010-01-30,1,2010
2010/01/14,20069381,2010-01-14,1,2010
2010/01/01,22767685,2010-01-01,1,2010
2010/01/19,20077658,2010-01-19,1,2010
2010/01/01,21559174,2010-01-01,1,2010
2010/01/30,20111808,2010-01-30,1,2010
2010/01/02,20044437,2010-01-02,1,2010
2010/01/08,20054108,2010-01-08,1,2010
2010/01/29,20106694,2010-01-29,1,2010
2010/01/28,20102226,2010-01-28,1,2010
2010/01/28,20102367,2010-01-28,1,2010
2010/01/12,20061335,2010-01-12,1,2010
2010/01/09,20055646,2010-01-09,1,2010
2010/01/01,23555420,2010-01-01,1,2010
2010/01/09,20056057,2010-01-09,1,2010
2010/01/20,20082832,2010-01-20,1,2010
2010/01/20,20023443,2010-01-20,1,2010
2010/01/14,20068459,2010-01-14,1,2010
2010/01/23,20093536,2010-01-23,1,2010
2010/01/01,27534024,2010-01-01,1,2010
2010/01/15,20070401,2010-01-15,1,2010
2010/01/01,21512590,2010-01-01,1,2010
2010/01/01,23762933,2010-01-01,1,2010
2010/01/07,20050946,2010-01-07,1,2010
2010/01/27,20100197,2010-01-27,1,2010
2010/01/29,20105581,2010-01-29,1,2010
2010/01/09,20055262,2010-01-09,1,2010
2010/01/01,20041820,2010-01-01,1,2010
2010/01/22,20091571,2010-01-22,1,2010
2010/01/19,20077820,2010-01-19,1,2010
2010/01/22,20090034,2010-01-22,1,2010
2010/01/13,20065983,2010-01-13,1,2010
2010/01/27,20100471,2010-01-27,1,2010
2010/01/19,20080673,2010-01-19,1,2010
2010/01/13,20065590,2010-01-13,1,2010
2010/01/12,20060194,2010-01-12,1,2010
2010/01/05,20045144,2010-01-05,1,2010
2010/01/23,20093379,2010-01-23,1,2010
2010/01/15,20070513,2010-01-15,1,2010
2010/01/01,21696039,2010-01-01,1,2010
2010/01/23,20093811,2010-01-23,1,2010
2010/01/05,20047037,2010-01-05,1,2010
2010/01/21,20085077,2010-01-21,1,2010
2010/01/30,20109832,2010-01-30,1,2010
2010/01/15,20070583,2010-01-15,1,2010
2010/01/02,20043722,2010-01-02,1,2010
2010/01/30,20109331,2010-01-30,1,2010
2010/01/13,20065224,2010-01-13,1,2010
2010/01/06,20048259,2010-01-06,1,2010
2010/01/09,20055927,2010-01-09,1,2010
2010/01/01,21490702,2010-01-01,1,2010
2010/01/13,20064892,2010-01-13,1,2010
2010/01/09,20058256,2010-01-09,1,2010
2010/01/19,20077631,2010-01-19,1,2010
2010/01/05,20045279,2010-01-05,1,2010
2010/01/22,20089831,2010-01-22,1,2010
2010/01/12,20061516,2010-01-12,1,2010
2010/01/29,20105338,2010-01-29,1,2010
2010/01/13,20064814,2010-01-13,1,2010
2010/01/12,20062558,2010-01-12,1,2010
2010/01/15,20071651,2010-01-15,1,2010
2010/01/09,20057489,2010-01-09,1,2010
2010/01/26,20096224,2010-01-26,1,2010
2010/01/20,20082888,2010-01-20,1,2010
2010/01/06,20049455,2010-01-06,1,2010
2010/01/15,20071554,2010-01-15,1,2010
2010/01/26,20098844,2010-01-26,1,2010
2010/01/27,20101147,2010-01-27,1,2010
2010/01/15,20070499,2010-01-15,1,2010
2010/01/26,20097514,2010-01-26,1,2010
2010/01/30,20111745,2010-01-30,1,2010
2010/01/15,20071301,2010-01-15,1,2010
2010/01/23,20093931,2010-01-23,1,2010
2010/01/20,20082561,2010-01-20,1,2010
2010/01/29,20104747,2010-01-29,1,2010
2010/01/09,20056224,2010-01-09,1,2010
2010/01/09,20057349,2010-01-09,1,2010
2010/01/16,20074541,2010-01-16,1,2010
2010/01/12,20058587,2010-01-12,1,2010
2010/01/06,20050390,2010-01-06,1,2010
2010/01/05,20045349,2010-01-05,1,2010
2010/01/26,20096752,2010-01-26,1,2010
2010/01/23,20092902,2010-01-23,1,2010
2010/01/30,20112067,2010-01-30,1,2010
2010/01/01,21516738,2010-01-01,1,2010
2010/01/13,20065911,2010-01-13,1,2010
2010/01/19,20080969,2010-01-19,1,2010
2010/01/19,20079168,2010-01-19,1,2010
2010/01/22,20091696,2010-01-22,1,2010
2010/01/29,20104763,2010-01-29,1,2010
2010/01/20,20082513,2010-01-20,1,2010
2010/01/30,20108887,2010-01-30,1,2010
2010/01/14,20066827,2010-01-14,1,2010
2010/01/20,20083784,2010-01-20,1,2010
2010/01/13,20066003,2010-01-13,1,2010
2010/01/13,20065996,2010-01-13,1,2010
2010/01/06,20048080,2010-01-06,1,2010
2010/01/27,20101239,2010-01-27,1,2010
2010/01/07,20051605,2010-01-07,1,2010
2010/01/13,20065344,2010-01-13,1,2010
2010/01/13,20064237,2010-01-13,1,2010
2010/01/01,21694844,2010-01-01,1,2010
2010/01/23,20093061,2010-01-23,1,2010
2010/01/16,20076982,2010-01-16,1,2010
2010/01/01,21547142,2010-01-01,1,2010
2010/01/30,20108993,2010-01-30,1,2010
2010/01/19,20079693,2010-01-19,1,2010
2010/01/28,20102792,2010-01-28,1,2010
2010/01/26,20096201,2010-01-26,1,2010
2010/01/05,20045049,2010-01-05,1,2010
2010/01/12,20058666,2010-01-12,1,2010
2010/01/13,20066751,2010-01-13,1,2010
2010/01/12,20063068,2010-01-12,1,2010
2010/01/01,21474958,2010-01-01,1,2010
2010/01/07,21386209,2010-01-07,1,2010
2010/01/13,20064672,2010-01-13,1,2010
2010/01/22,20089492,2010-01-22,1,2010
2010/01/27,20101545,2010-01-27,1,2010
2010/01/22,20090279,2010-01-22,1,2010
2010/01/29,20105106,2010-01-29,1,2010
2010/01/19,20082214,2010-01-19,1,2010
2010/01/21,20087570,2010-01-21,1,2010
2010/01/30,20111058,2010-01-30,1,2010
2010/01/12,20063006,2010-01-12,1,2010
2010/01/21,20087181,2010-01-21,1,2010
2010/01/21,20087542,2010-01-21,1,2010
2010/01/20,20083557,2010-01-20,1,2010
2010/01/19,20079198,2010-01-19,1,2010
2010/01/16,20076823,2010-01-16,1,2010
2010/01/07,20051822,2010-01-07,1,2010
2010/01/15,20073084,2010-01-15,1,2010
2010/01/28,20102064,2010-01-28,1,2010
2010/01/20,20083437,2010-01-20,1,2010
2010/01/14,20067039,2010-01-14,1,2010
2010/01/01,21875004,2010-01-01,1,2010
2010/01/21,20087953,2010-01-21,1,2010
2010/01/12,20060910,2010-01-12,1,2010
2010/01/13,20065024,2010-01-13,1,2010
2010/01/21,20084895,2010-01-21,1,2010
2010/01/16,20075081,2010-01-16,1,2010
2010/01/15,20070360,2010-01-15,1,2010
2010/01/28,20104437,2010-01-28,1,2010
2010/01/28,20104216,2010-01-28,1,2010
2010/01/01,21591400,2010-01-01,1,2010
2010/01/28,20070674,2010-01-28,1,2010
2010/01/08,20054644,2010-01-08,1,2010
2010/01/16,20076853,2010-01-16,1,2010
2010/01/09,20056773,2010-01-09,1,2010
2010/01/05,20046042,2010-01-05,1,2010
2010/01/12,20059571,2010-01-12,1,2010
2010/01/01,21417129,2010-01-01,1,2010
2010/01/20,20083386,2010-01-20,1,2010
2010/01/01,30754421,2010-01-01,1,2010
2010/01/21,20084923,2010-01-21,1,2010
2010/01/26,20099141,2010-01-26,1,2010
2010/01/28,20104243,2010-01-28,1,2010
2010/01/30,20109029,2010-01-30,1,2010
2010/01/30,20110156,2010-01-30,1,2010
2010/01/01,21427810,2010-01-01,1,2010
2010/01/05,20047032,2010-01-05,1,2010
2010/01/22,20091555,2010-01-22,1,2010
2010/01/28,20103805,2010-01-28,1,2010
2010/01/13,20065196,2010-01-13,1,2010
2010/01/12,20062757,2010-01-12,1,2010
2010/01/26,20097031,2010-01-26,1,2010
2010/01/19,20079318,2010-01-19,1,2010
2010/01/01,21473160,2010-01-01,1,2010
2010/01/23,20093065,2010-01-23,1,2010
2010/01/19,20079217,2010-01-19,1,2010
2010/01/14,20068079,2010-01-14,1,2010
2010/01/09,20056528,2010-01-09,1,2010
2010/01/27,20100336,2010-01-27,1,2010
2010/01/09,20056618,2010-01-09,1,2010
2010/01/21,20085663,2010-01-21,1,2010
2010/01/09,20056624,2010-01-09,1,2010
2010/01/22,20088970,2010-01-22,1,2010
2010/01/01,21469266,2010-01-01,1,2010
2010/01/01,21395054,2010-01-01,1,2010
2010/01/13,20065211,2010-01-13,1,2010
2010/01/22,20089877,2010-01-22,1,2010
2010/01/12,20058759,2010-01-12,1,2010
2010/01/23,20093835,2010-01-23,1,2010
2010/01/16,20075965,2010-01-16,1,2010
2010/01/20,20084458,2010-01-20,1,2010
2010/01/27,20099782,2010-01-27,1,2010
2010/01/09,20056556,2010-01-09,1,2010
2010/01/13,20065216,2010-01-13,1,2010
2010/01/01,23555399,2010-01-01,1,2010
2010/01/12,20061323,2010-01-12,1,2010
2010/01/09,20055348,2010-01-09,1,2010
2010/01/01,21794681,2010-01-01,1,2010
2010/01/19,20080669,2010-01-19,1,2010
2010/01/01,27186094,2010-01-01,1,2010
2010/01/08,20053809,2010-01-08,1,2010
2010/01/12,20061694,2010-01-12,1,2010
2010/01/09,20055668,2010-01-09,1,2010
2010/01/28,20104222,2010-01-28,1,2010
2010/01/29,20105104,2010-01-29,1,2010
2010/01/29,20107020,2010-01-29,1,2010
2010/01/16,20073270,2010-01-16,1,2010
2010/01/07,20051883,2010-01-07,1,2010
2010/01/01,20042562,2010-01-01,1,2010
2010/01/19,20079316,2010-01-19,1,2010
2010/01/20,20084423,2010-01-20,1,2010
2010/01/28,20103975,2010-01-28,1,2010
2010/01/06,20047467,2010-01-06,1,2010
2010/01/19,20077768,2010-01-19,1,2010
2010/01/01,22276032,2010-01-01,1,2010
2010/01/20,20084445,2010-01-20,1,2010
2010/01/13,20065215,2010-01-13,1,2010
2010/01/07,19779678,2010-01-07,1,2010
2010/01/28,20070695,2010-01-28,1,2010
2010/01/02,20043801,2010-01-02,1,2010
2010/01/09,20055784,2010-01-09,1,2010
2010/01/21,20087025,2010-01-21,1,2010
2010/01/19,20079006,2010-01-19,1,2010
2010/01/02,20044367,2010-01-02,1,2010
2010/01/09,19998230,2010-01-09,1,2010
2010/01/12,20059664,2010-01-12,1,2010
2010/01/26,20097548,2010-01-26,1,2010
2010/01/06,20047365,2010-01-06,1,2010
2010/01/23,20092396,2010-01-23,1,2010
2010/01/27,20100871,2010-01-27,1,2010
2010/01/14,20069650,2010-01-14,1,2010
2010/01/12,20061997,2010-01-12,1,2010
2010/01/12,20063321,2010-01-12,1,2010
2010/01/26,20099199,2010-01-26,1,2010
2010/01/01,23238652,2010-01-01,1,2010
2010/01/19,20079639,2010-01-19,1,2010
2010/01/27,20100232,2010-01-27,1,2010
2010/01/02,20043754,2010-01-02,1,2010
2010/01/29,20108027,2010-01-29,1,2010
2010/01/16,20075013,2010-01-16,1,2010
2010/01/16,19763360,2010-01-16,1,2010
2010/01/12,20061701,2010-01-12,1,2010
2010/01/01,27534035,2010-01-01,1,2010
2010/01/21,20087288,2010-01-21,1,2010
2010/01/23,20094040,2010-01-23,1,2010
2010/01/30,20112381,2010-01-30,1,2010
2010/01/01,23408735,2010-01-01,1,2010
2010/01/23,20094687,2010-01-23,1,2010
2010/01/15,20072946,2010-01-15,1,2010
2010/01/01,21808541,2010-01-01,1,2010
2010/01/16,20076965,2010-01-16,1,2010
2010/01/01,22778285,2010-01-01,1,2010
2010/01/09,20055798,2010-01-09,1,2010
2010/01/15,20072798,2010-01-15,1,2010
2010/01/08,20053900,2010-01-08,1,2010
2010/01/19,20081437,2010-01-19,1,2010
2010/01/19,20077988,2010-01-19,1,2010
2010/01/01,21510484,2010-01-01,1,2010
2010/01/05,20046172,2010-01-05,1,2010
2010/01/26,20095809,2010-01-26,1,2010
2010/01/26,20095420,2010-01-26,1,2010
2010/01/19,20080385,2010-01-19,1,2010
2010/01/01,21435993,2010-01-01,1,2010
2010/01/19,20081782,2010-01-19,1,2010
2010/01/12,20061176,2010-01-12,1,2010
2010/01/20,20083987,2010-01-20,1,2010
2010/01/28,20102637,2010-01-28,1,2010
2010/01/19,20079161,2010-01-19,1,2010
2010/01/07,20052723,2010-01-07,1,2010
2010/01/14,20069236,2010-01-14,1,2010
2010/01/07,20051870,2010-01-07,1,2010
2010/01/01,21560624,2010-01-01,1,2010
2010/01/29,20105138,2010-01-29,1,2010
2010/01/06,20049114,2010-01-06,1,2010
2010/01/01,25400718,2010-01-01,1,2010
2010/01/22,20088157,2010-01-22,1,2010
2010/01/12,20061609,2010-01-12,1,2010
2010/01/26,20095869,2010-01-26,1,2010
2010/01/20,20083512,2010-01-20,1,2010
2010/01/06,20047616,2010-01-06,1,2010
2010/01/01,21703084,2010-01-01,1,2010
2010/01/01,21370750,2010-01-01,1,2010
2010/01/05,20045402,2010-01-05,1,2010
2010/01/19,20081243,2010-01-19,1,2010
2010/01/22,20091372,2010-01-22,1,2010
2010/01/27,20101627,2010-01-27,1,2010
2010/01/19,20077678,2010-01-19,1,2010
2010/01/01,21603091,2010-01-01,1,2010
2010/01/30,20111691,2010-01-30,1,2010
2010/01/01,21639028,2010-01-01,1,2010
2010/01/29,20107252,2010-01-29,1,2010
2010/01/21,20085013,2010-01-21,1,2010
2010/01/20,20084486,2010-01-20,1,2010
2010/01/05,20045061,2010-01-05,1,2010
2010/01/01,22312212,2010-01-01,1,2010
2010/01/05,20045997,2010-01-05,1,2010
2010/01/06,20047582,2010-01-06,1,2010
2010/01/01,21563487,2010-01-01,1,2010
2010/01/09,20056406,2010-01-09,1,2010
2010/01/01,21687720,2010-01-01,1,2010
2010/01/16,20074617,2010-01-16,1,2010
2010/01/06,20049507,2010-01-06,1,2010
2010/01/22,20089960,2010-01-22,1,2010
2010/01/19,20078326,2010-01-19,1,2010
2010/01/09,20056617,2010-01-09,1,2010
2010/01/01,22767475,2010-01-01,1,2010
2010/01/14,20068568,2010-01-14,1,2010
2010/01/23,20095052,2010-01-23,1,2010
2010/01/22,20089136,2010-01-22,1,2010
2010/01/26,20096492,2010-01-26,1,2010
2010/01/05,20045596,2010-01-05,1,2010
2010/01/08,20053958,2010-01-08,1,2010
2010/01/27,20101582,2010-01-27,1,2010
2010/01/21,20085769,2010-01-21,1,2010
2010/01/14,20068441,2010-01-14,1,2010
2010/01/22,20091667,2010-01-22,1,2010
2010/01/01,23113031,2010-01-01,1,2010
2010/01/15,20070200,2010-01-15,1,2010
2010/01/12,20062088,2010-01-12,1,2010
2010/01/12,20059793,2010-01-12,1,2010
2010/01/01,21686234,2010-01-01,1,2010
2010/01/14,20068449,2010-01-14,1,2010
2010/01/19,20081557,2010-01-19,1,2010
2010/01/26,20096069,2010-01-26,1,2010
2010/01/01,21523229,2010-01-01,1,2010
2010/01/21,20087827,2010-01-21,1,2010
2010/01/26,20099394,2010-01-26,1,2010
2010/01/29,20106877,2010-01-29,1,2010
2010/01/23,20093563,2010-01-23,1,2010
2010/01/15,20070345,2010-01-15,1,2010
2010/01/28,20102937,2010-01-28,1,2010
2010/01/12,20061013,2010-01-12,1,2010
2010/01/29,20107537,2010-01-29,1,2010
2010/01/23,20092851,2010-01-23,1,2010
2010/01/01,21713315,2010-01-01,1,2010
2010/01/16,20077174,2010-01-16,1,2010
2010/01/06,20049730,2010-01-06,1,2010
2010/01/12,20062949,2010-01-12,1,2010
2010/01/09,20055204,2010-01-09,1,2010
2010/01/01,20042088,2010-01-01,1,2010
2010/01/22,20090025,2010-01-22,1,2010
2010/01/02,20044791,2010-01-02,1,2010
2010/01/01,21687719,2010-01-01,1,2010
2010/01/15,20070438,2010-01-15,1,2010
2010/01/01,25032365,2010-01-01,1,2010
2010/01/09,20058014,2010-01-09,1,2010
2010/01/01,21780623,2010-01-01,1,2010
2010/01/06,20049388,2010-01-06,1,2010
2010/01/20,20084183,2010-01-20,1,2010
2010/01/01,21882163,2010-01-01,1,2010
2010/01/21,20086080,2010-01-21,1,2010
2010/01/01,20043104,2010-01-01,1,2010
2010/01/01,21355462,2010-01-01,1,2010
2010/01/27,20040314,2010-01-27,1,2010
2010/01/16,20076812,2010-01-16,1,2010
2010/01/13,20064990,2010-01-13,1,2010
2010/01/15,20071193,2010-01-15,1,2010
2010/01/19,20081258,2010-01-19,1,2010
2010/01/27,20099489,2010-01-27,1,2010
2010/01/23,20093679,2010-01-23,1,2010
2010/01/22,20088640,2010-01-22,1,2010
2010/01/22,20088890,2010-01-22,1,2010
2010/01/22,20088343,2010-01-22,1,2010
2010/01/01,20042388,2010-01-01,1,2010
2010/01/20,20082675,2010-01-20,1,2010
2010/01/01,27325967,2010-01-01,1,2010
2010/01/01,22053607,2010-01-01,1,2010
2010/01/28,20103313,2010-01-28,1,2010
2010/01/15,20070064,2010-01-15,1,2010
